"year","Label (Grouping)","state","series","measure","value"
"df_pop_2011","    $50,000 to $74,999","Kentucky","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Louisiana","Total.Civilian.Noninstitutionalized.Population","Estimate",18.5
"df_pop_2011","    $50,000 to $74,999","Louisiana","Uninsured.Population","Estimate",17.7
"df_pop_2011","    $50,000 to $74,999","Louisiana","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Maine","Total.Civilian.Noninstitutionalized.Population","Estimate",21.8
"df_pop_2011","    $50,000 to $74,999","Maine","Uninsured.Population","Estimate",20.7
"df_pop_2011","    $50,000 to $74,999","Maine","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Maryland","Total.Civilian.Noninstitutionalized.Population","Estimate",17.6
"df_pop_2011","    $50,000 to $74,999","Maryland","Uninsured.Population","Estimate",22
"df_pop_2011","    $50,000 to $74,999","Maryland","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Massachusetts","Total.Civilian.Noninstitutionalized.Population","Estimate",16.8
"df_pop_2011","    $50,000 to $74,999","Massachusetts","Uninsured.Population","Estimate",19.8
"df_pop_2011","    $50,000 to $74,999","Massachusetts","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Michigan","Total.Civilian.Noninstitutionalized.Population","Estimate",20.3
"df_pop_2011","    $50,000 to $74,999","Michigan","Uninsured.Population","Estimate",16.4
"df_pop_2011","    $50,000 to $74,999","Michigan","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Minnesota","Total.Civilian.Noninstitutionalized.Population","Estimate",20.5
"df_pop_2011","    $50,000 to $74,999","Minnesota","Uninsured.Population","Estimate",20.9
"df_pop_2011","    $50,000 to $74,999","Minnesota","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Mississippi","Total.Civilian.Noninstitutionalized.Population","Estimate",18.5
"df_pop_2011","    $50,000 to $74,999","Mississippi","Uninsured.Population","Estimate",14.3
"df_pop_2011","    $50,000 to $74,999","Mississippi","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Missouri","Total.Civilian.Noninstitutionalized.Population","Estimate",20.5
"df_pop_2011","    $50,000 to $74,999","Missouri","Uninsured.Population","Estimate",17.2
"df_pop_2011","    $50,000 to $74,999","Missouri","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Montana","Total.Civilian.Noninstitutionalized.Population","Estimate",20.6
"df_pop_2011","    $50,000 to $74,999","Montana","Uninsured.Population","Estimate",15.9
"df_pop_2011","    $50,000 to $74,999","Montana","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Nebraska","Total.Civilian.Noninstitutionalized.Population","Estimate",21.7
"df_pop_2011","    $50,000 to $74,999","Nebraska","Uninsured.Population","Estimate",16
"df_pop_2011","    $50,000 to $74,999","Nebraska","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Nevada","Total.Civilian.Noninstitutionalized.Population","Estimate",20.8
"df_pop_2011","    $50,000 to $74,999","Nevada","Uninsured.Population","Estimate",19
"df_pop_2011","    $50,000 to $74,999","Nevada","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","New.Hampshire","Total.Civilian.Noninstitutionalized.Population","Estimate",19.6
"df_pop_2011","    $50,000 to $74,999","New.Hampshire","Uninsured.Population","Estimate",19.7
"df_pop_2011","    $50,000 to $74,999","New.Hampshire","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","New.Jersey","Total.Civilian.Noninstitutionalized.Population","Estimate",16.5
"df_pop_2011","    $50,000 to $74,999","New.Jersey","Uninsured.Population","Estimate",20.5
"df_pop_2011","    $50,000 to $74,999","New.Jersey","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","New.Mexico","Total.Civilian.Noninstitutionalized.Population","Estimate",18.7
"df_pop_2011","    $50,000 to $74,999","New.Mexico","Uninsured.Population","Estimate",16
"df_pop_2011","    $50,000 to $74,999","New.Mexico","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","New.York","Total.Civilian.Noninstitutionalized.Population","Estimate",17.4
"df_pop_2011","    $50,000 to $74,999","New.York","Uninsured.Population","Estimate",19.4
"df_pop_2011","    $50,000 to $74,999","New.York","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","North.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",19.8
"df_pop_2011","    $50,000 to $74,999","North.Carolina","Uninsured.Population","Estimate",16.2
"df_pop_2011","    $50,000 to $74,999","North.Carolina","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Ohio","Total.Civilian.Noninstitutionalized.Population","Estimate",20.3
"df_pop_2011","    $50,000 to $74,999","Ohio","Uninsured.Population","Estimate",17.2
"df_pop_2011","    $50,000 to $74,999","Ohio","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Oklahoma","Total.Civilian.Noninstitutionalized.Population","Estimate",20.7
"df_pop_2011","    $50,000 to $74,999","Oklahoma","Uninsured.Population","Estimate",17
"df_pop_2011","    $50,000 to $74,999","Oklahoma","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Oregon","Total.Civilian.Noninstitutionalized.Population","Estimate",20.3
"df_pop_2011","    $50,000 to $74,999","Oregon","Uninsured.Population","Estimate",17.5
"df_pop_2011","    $50,000 to $74,999","Oregon","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Pennsylvania","Total.Civilian.Noninstitutionalized.Population","Estimate",20.2
"df_pop_2011","    $50,000 to $74,999","Pennsylvania","Uninsured.Population","Estimate",18.8
"df_pop_2011","    $50,000 to $74,999","Pennsylvania","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","South.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",19.7
"df_pop_2011","    $50,000 to $74,999","South.Carolina","Uninsured.Population","Estimate",16.5
"df_pop_2011","    $50,000 to $74,999","South.Carolina","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","South.Dakota","Total.Civilian.Noninstitutionalized.Population","Estimate",22.4
"df_pop_2011","    $50,000 to $74,999","South.Dakota","Uninsured.Population","Estimate",18
"df_pop_2011","    $50,000 to $74,999","South.Dakota","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Tennessee","Total.Civilian.Noninstitutionalized.Population","Estimate",19.8
"df_pop_2011","    $50,000 to $74,999","Tennessee","Uninsured.Population","Estimate",16.6
"df_pop_2011","    $50,000 to $74,999","Tennessee","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Texas","Total.Civilian.Noninstitutionalized.Population","Estimate",19.2
"df_pop_2011","    $50,000 to $74,999","Texas","Uninsured.Population","Estimate",18.4
"df_pop_2011","    $50,000 to $74,999","Texas","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Utah","Total.Civilian.Noninstitutionalized.Population","Estimate",23
"df_pop_2011","    $50,000 to $74,999","Utah","Uninsured.Population","Estimate",20.5
"df_pop_2011","    $50,000 to $74,999","Utah","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",18
"df_pop_2011","    $50,000 to $74,999","Virginia","Uninsured.Population","Estimate",18.4
"df_pop_2011","    $50,000 to $74,999","Virginia","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Washington","Total.Civilian.Noninstitutionalized.Population","Estimate",20.1
"df_pop_2011","    $50,000 to $74,999","Washington","Uninsured.Population","Estimate",19.7
"df_pop_2011","    $50,000 to $74,999","Washington","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","West.Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",19.6
"df_pop_2011","    $50,000 to $74,999","West.Virginia","Uninsured.Population","Estimate",14.4
"df_pop_2011","    $50,000 to $74,999","West.Virginia","Uninsured.Share",NA,NA
"df_pop_2011","    $50,000 to $74,999","Wisconsin","Total.Civilian.Noninstitutionalized.Population","Estimate",21.7
"df_pop_2011","    $50,000 to $74,999","Wisconsin","Uninsured.Population","Estimate",18.3
"df_pop_2011","    $50,000 to $74,999","Wisconsin","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Alabama","Total.Civilian.Noninstitutionalized.Population","Estimate",11.7
"df_pop_2011","    $75,000 to $99,999","Alabama","Uninsured.Population","Estimate",5.9
"df_pop_2011","    $75,000 to $99,999","Alabama","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Alaska","Total.Civilian.Noninstitutionalized.Population","Estimate",14.8
"df_pop_2011","    $75,000 to $99,999","Alaska","Uninsured.Population","Estimate",12.2
"df_pop_2011","    $75,000 to $99,999","Alaska","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Arizona","Total.Civilian.Noninstitutionalized.Population","Estimate",12.7
"df_pop_2011","    $75,000 to $99,999","Arizona","Uninsured.Population","Estimate",8.5
"df_pop_2011","    $75,000 to $99,999","Arizona","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Arkansas","Total.Civilian.Noninstitutionalized.Population","Estimate",11.3
"df_pop_2011","    $75,000 to $99,999","Arkansas","Uninsured.Population","Estimate",5.5
"df_pop_2011","    $75,000 to $99,999","Arkansas","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","California","Total.Civilian.Noninstitutionalized.Population","Estimate",13.4
"df_pop_2011","    $75,000 to $99,999","California","Uninsured.Population","Estimate",11.2
"df_pop_2011","    $75,000 to $99,999","California","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Colorado","Total.Civilian.Noninstitutionalized.Population","Estimate",14.5
"df_pop_2011","    $75,000 to $99,999","Colorado","Uninsured.Population","Estimate",8.4
"df_pop_2011","    $75,000 to $99,999","Colorado","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Connecticut","Total.Civilian.Noninstitutionalized.Population","Estimate",14.7
"df_pop_2011","    $75,000 to $99,999","Connecticut","Uninsured.Population","Estimate",12.5
"df_pop_2011","    $75,000 to $99,999","Connecticut","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Florida","Total.Civilian.Noninstitutionalized.Population","Estimate",12.5
"df_pop_2011","    $75,000 to $99,999","Florida","Uninsured.Population","Estimate",8.3
"df_pop_2011","    $75,000 to $99,999","Florida","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Georgia","Total.Civilian.Noninstitutionalized.Population","Estimate",12.5
"df_pop_2011","    $75,000 to $99,999","Georgia","Uninsured.Population","Estimate",7.3
"df_pop_2011","    $75,000 to $99,999","Georgia","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Idaho","Total.Civilian.Noninstitutionalized.Population","Estimate",14
"df_pop_2011","    $75,000 to $99,999","Idaho","Uninsured.Population","Estimate",7.1
"df_pop_2011","    $75,000 to $99,999","Idaho","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Illinois","Total.Civilian.Noninstitutionalized.Population","Estimate",14.5
"df_pop_2011","    $75,000 to $99,999","Illinois","Uninsured.Population","Estimate",9.9
"df_pop_2011","    $75,000 to $99,999","Illinois","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Indiana","Total.Civilian.Noninstitutionalized.Population","Estimate",14
"df_pop_2011","    $75,000 to $99,999","Indiana","Uninsured.Population","Estimate",7.1
"df_pop_2011","    $75,000 to $99,999","Indiana","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Iowa","Total.Civilian.Noninstitutionalized.Population","Estimate",15.2
"df_pop_2011","    $75,000 to $99,999","Iowa","Uninsured.Population","Estimate",5.5
"df_pop_2011","    $75,000 to $99,999","Iowa","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Kansas","Total.Civilian.Noninstitutionalized.Population","Estimate",14.3
"df_pop_2011","    $75,000 to $99,999","Kansas","Uninsured.Population","Estimate",6.7
"df_pop_2011","    $75,000 to $99,999","Kansas","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Kentucky","Total.Civilian.Noninstitutionalized.Population","Estimate",12.4
"df_pop_2011","    $75,000 to $99,999","Kentucky","Uninsured.Population","Estimate",5.6
"df_pop_2011","    $75,000 to $99,999","Kentucky","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Louisiana","Total.Civilian.Noninstitutionalized.Population","Estimate",13
"df_pop_2011","    $75,000 to $99,999","Louisiana","Uninsured.Population","Estimate",7.9
"df_pop_2011","    $75,000 to $99,999","Louisiana","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Maine","Total.Civilian.Noninstitutionalized.Population","Estimate",14.3
"df_pop_2011","    $75,000 to $99,999","Maine","Uninsured.Population","Estimate",7.9
"df_pop_2011","    $75,000 to $99,999","Maine","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Maryland","Total.Civilian.Noninstitutionalized.Population","Estimate",14.4
"df_pop_2011","    $75,000 to $99,999","Maryland","Uninsured.Population","Estimate",13.2
"df_pop_2011","    $75,000 to $99,999","Maryland","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Massachusetts","Total.Civilian.Noninstitutionalized.Population","Estimate",14.3
"df_pop_2011","    $75,000 to $99,999","Massachusetts","Uninsured.Population","Estimate",11.5
"df_pop_2011","    $75,000 to $99,999","Massachusetts","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Michigan","Total.Civilian.Noninstitutionalized.Population","Estimate",13.3
"df_pop_2011","    $75,000 to $99,999","Michigan","Uninsured.Population","Estimate",7.8
"df_pop_2011","    $75,000 to $99,999","Michigan","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Minnesota","Total.Civilian.Noninstitutionalized.Population","Estimate",16.3
"df_pop_2011","    $75,000 to $99,999","Minnesota","Uninsured.Population","Estimate",10.2
"df_pop_2011","    $75,000 to $99,999","Minnesota","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Mississippi","Total.Civilian.Noninstitutionalized.Population","Estimate",12
"df_pop_2011","    $75,000 to $99,999","Mississippi","Uninsured.Population","Estimate",6.9
"df_pop_2011","    $75,000 to $99,999","Mississippi","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Missouri","Total.Civilian.Noninstitutionalized.Population","Estimate",13.3
"df_pop_2011","    $75,000 to $99,999","Missouri","Uninsured.Population","Estimate",6.4
"df_pop_2011","    $75,000 to $99,999","Missouri","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Montana","Total.Civilian.Noninstitutionalized.Population","Estimate",14.5
"df_pop_2011","    $75,000 to $99,999","Montana","Uninsured.Population","Estimate",9
"df_pop_2011","    $75,000 to $99,999","Montana","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Nebraska","Total.Civilian.Noninstitutionalized.Population","Estimate",15.3
"df_pop_2011","    $75,000 to $99,999","Nebraska","Uninsured.Population","Estimate",9.5
"df_pop_2011","    $75,000 to $99,999","Nebraska","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Nevada","Total.Civilian.Noninstitutionalized.Population","Estimate",14.9
"df_pop_2011","    $75,000 to $99,999","Nevada","Uninsured.Population","Estimate",10.6
"df_pop_2011","    $75,000 to $99,999","Nevada","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","New.Hampshire","Total.Civilian.Noninstitutionalized.Population","Estimate",16.6
"df_pop_2011","    $75,000 to $99,999","New.Hampshire","Uninsured.Population","Estimate",13.1
"df_pop_2011","    $75,000 to $99,999","New.Hampshire","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","New.Jersey","Total.Civilian.Noninstitutionalized.Population","Estimate",14
"df_pop_2011","    $75,000 to $99,999","New.Jersey","Uninsured.Population","Estimate",13.1
"df_pop_2011","    $75,000 to $99,999","New.Jersey","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","New.Mexico","Total.Civilian.Noninstitutionalized.Population","Estimate",12.2
"df_pop_2011","    $75,000 to $99,999","New.Mexico","Uninsured.Population","Estimate",6.5
"df_pop_2011","    $75,000 to $99,999","New.Mexico","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","New.York","Total.Civilian.Noninstitutionalized.Population","Estimate",13.1
"df_pop_2011","    $75,000 to $99,999","New.York","Uninsured.Population","Estimate",11.3
"df_pop_2011","    $75,000 to $99,999","New.York","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","North.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",12.8
"df_pop_2011","    $75,000 to $99,999","North.Carolina","Uninsured.Population","Estimate",6.8
"df_pop_2011","    $75,000 to $99,999","North.Carolina","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Ohio","Total.Civilian.Noninstitutionalized.Population","Estimate",14
"df_pop_2011","    $75,000 to $99,999","Ohio","Uninsured.Population","Estimate",8
"df_pop_2011","    $75,000 to $99,999","Ohio","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Oklahoma","Total.Civilian.Noninstitutionalized.Population","Estimate",12.4
"df_pop_2011","    $75,000 to $99,999","Oklahoma","Uninsured.Population","Estimate",6.9
"df_pop_2011","    $75,000 to $99,999","Oklahoma","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Oregon","Total.Civilian.Noninstitutionalized.Population","Estimate",13.5
"df_pop_2011","    $75,000 to $99,999","Oregon","Uninsured.Population","Estimate",8.1
"df_pop_2011","    $75,000 to $99,999","Oregon","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Pennsylvania","Total.Civilian.Noninstitutionalized.Population","Estimate",14.1
"df_pop_2011","    $75,000 to $99,999","Pennsylvania","Uninsured.Population","Estimate",10
"df_pop_2011","    $75,000 to $99,999","Pennsylvania","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","South.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",12.7
"df_pop_2011","    $75,000 to $99,999","South.Carolina","Uninsured.Population","Estimate",7.6
"df_pop_2011","    $75,000 to $99,999","South.Carolina","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","South.Dakota","Total.Civilian.Noninstitutionalized.Population","Estimate",15
"df_pop_2011","    $75,000 to $99,999","South.Dakota","Uninsured.Population","Estimate",6.8
"df_pop_2011","    $75,000 to $99,999","South.Dakota","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Tennessee","Total.Civilian.Noninstitutionalized.Population","Estimate",12
"df_pop_2011","    $75,000 to $99,999","Tennessee","Uninsured.Population","Estimate",6.6
"df_pop_2011","    $75,000 to $99,999","Tennessee","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Texas","Total.Civilian.Noninstitutionalized.Population","Estimate",12.7
"df_pop_2011","    $75,000 to $99,999","Texas","Uninsured.Population","Estimate",8.9
"df_pop_2011","    $75,000 to $99,999","Texas","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Utah","Total.Civilian.Noninstitutionalized.Population","Estimate",16.3
"df_pop_2011","    $75,000 to $99,999","Utah","Uninsured.Population","Estimate",8.9
"df_pop_2011","    $75,000 to $99,999","Utah","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",14
"df_pop_2011","    $75,000 to $99,999","Virginia","Uninsured.Population","Estimate",10.5
"df_pop_2011","    $75,000 to $99,999","Virginia","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Washington","Total.Civilian.Noninstitutionalized.Population","Estimate",15.2
"df_pop_2011","    $75,000 to $99,999","Washington","Uninsured.Population","Estimate",10.2
"df_pop_2011","    $75,000 to $99,999","Washington","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","West.Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",12.7
"df_pop_2011","    $75,000 to $99,999","West.Virginia","Uninsured.Population","Estimate",5.9
"df_pop_2011","    $75,000 to $99,999","West.Virginia","Uninsured.Share",NA,NA
"df_pop_2011","    $75,000 to $99,999","Wisconsin","Total.Civilian.Noninstitutionalized.Population","Estimate",15.4
"df_pop_2011","    $75,000 to $99,999","Wisconsin","Uninsured.Population","Estimate",8.6
"df_pop_2011","    $75,000 to $99,999","Wisconsin","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Alabama","Total.Civilian.Noninstitutionalized.Population","Estimate",17.3
"df_pop_2011","    $100,000 and over","Alabama","Uninsured.Population","Estimate",4.8
"df_pop_2011","    $100,000 and over","Alabama","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Alaska","Total.Civilian.Noninstitutionalized.Population","Estimate",35.1
"df_pop_2011","    $100,000 and over","Alaska","Uninsured.Population","Estimate",19.6
"df_pop_2011","    $100,000 and over","Alaska","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Arizona","Total.Civilian.Noninstitutionalized.Population","Estimate",20.3
"df_pop_2011","    $100,000 and over","Arizona","Uninsured.Population","Estimate",8.4
"df_pop_2011","    $100,000 and over","Arizona","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Arkansas","Total.Civilian.Noninstitutionalized.Population","Estimate",14.4
"df_pop_2011","    $100,000 and over","Arkansas","Uninsured.Population","Estimate",5.7
"df_pop_2011","    $100,000 and over","Arkansas","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","California","Total.Civilian.Noninstitutionalized.Population","Estimate",29.9
"df_pop_2011","    $100,000 and over","California","Uninsured.Population","Estimate",13.4
"df_pop_2011","    $100,000 and over","California","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Colorado","Total.Civilian.Noninstitutionalized.Population","Estimate",27.3
"df_pop_2011","    $100,000 and over","Colorado","Uninsured.Population","Estimate",9
"df_pop_2011","    $100,000 and over","Colorado","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Connecticut","Total.Civilian.Noninstitutionalized.Population","Estimate",37.5
"df_pop_2011","    $100,000 and over","Connecticut","Uninsured.Population","Estimate",16.6
"df_pop_2011","    $100,000 and over","Connecticut","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Florida","Total.Civilian.Noninstitutionalized.Population","Estimate",19.3
"df_pop_2011","    $100,000 and over","Florida","Uninsured.Population","Estimate",8.2
"df_pop_2011","    $100,000 and over","Florida","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Georgia","Total.Civilian.Noninstitutionalized.Population","Estimate",20.9
"df_pop_2011","    $100,000 and over","Georgia","Uninsured.Population","Estimate",7.4
"df_pop_2011","    $100,000 and over","Georgia","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Idaho","Total.Civilian.Noninstitutionalized.Population","Estimate",14.8
"df_pop_2011","    $100,000 and over","Idaho","Uninsured.Population","Estimate",4.6
"df_pop_2011","    $100,000 and over","Idaho","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Illinois","Total.Civilian.Noninstitutionalized.Population","Estimate",26.9
"df_pop_2011","    $100,000 and over","Illinois","Uninsured.Population","Estimate",10.1
"df_pop_2011","    $100,000 and over","Illinois","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Indiana","Total.Civilian.Noninstitutionalized.Population","Estimate",17.8
"df_pop_2011","    $100,000 and over","Indiana","Uninsured.Population","Estimate",7.1
"df_pop_2011","    $100,000 and over","Indiana","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Iowa","Total.Civilian.Noninstitutionalized.Population","Estimate",19.2
"df_pop_2011","    $100,000 and over","Iowa","Uninsured.Population","Estimate",6
"df_pop_2011","    $100,000 and over","Iowa","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Kansas","Total.Civilian.Noninstitutionalized.Population","Estimate",20.8
"df_pop_2011","    $100,000 and over","Kansas","Uninsured.Population","Estimate",6.2
"df_pop_2011","    $100,000 and over","Kansas","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Kentucky","Total.Civilian.Noninstitutionalized.Population","Estimate",16.2
"df_pop_2011","    $100,000 and over","Kentucky","Uninsured.Population","Estimate",5.3
"df_pop_2011","    $100,000 and over","Kentucky","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Louisiana","Total.Civilian.Noninstitutionalized.Population","Estimate",19.6
"df_pop_2011","    $100,000 and over","Louisiana","Uninsured.Population","Estimate",8.6
"df_pop_2011","    $100,000 and over","Louisiana","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Maine","Total.Civilian.Noninstitutionalized.Population","Estimate",18.8
"df_pop_2011","    $100,000 and over","Maine","Uninsured.Population","Estimate",10.2
"df_pop_2011","    $100,000 and over","Maine","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Maryland","Total.Civilian.Noninstitutionalized.Population","Estimate",39.5
"df_pop_2011","    $100,000 and over","Maryland","Uninsured.Population","Estimate",20.3
"df_pop_2011","    $100,000 and over","Maryland","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Massachusetts","Total.Civilian.Noninstitutionalized.Population","Estimate",37.1
"df_pop_2011","    $100,000 and over","Massachusetts","Uninsured.Population","Estimate",18.7
"df_pop_2011","    $100,000 and over","Massachusetts","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Michigan","Total.Civilian.Noninstitutionalized.Population","Estimate",19.7
"df_pop_2011","    $100,000 and over","Michigan","Uninsured.Population","Estimate",7.5
"df_pop_2011","    $100,000 and over","Michigan","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Minnesota","Total.Civilian.Noninstitutionalized.Population","Estimate",26.9
"df_pop_2011","    $100,000 and over","Minnesota","Uninsured.Population","Estimate",11
"df_pop_2011","    $100,000 and over","Minnesota","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Mississippi","Total.Civilian.Noninstitutionalized.Population","Estimate",13.3
"df_pop_2011","    $100,000 and over","Mississippi","Uninsured.Population","Estimate",5.8
"df_pop_2011","    $100,000 and over","Mississippi","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Missouri","Total.Civilian.Noninstitutionalized.Population","Estimate",19.2
"df_pop_2011","    $100,000 and over","Missouri","Uninsured.Population","Estimate",6.7
"df_pop_2011","    $100,000 and over","Missouri","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Montana","Total.Civilian.Noninstitutionalized.Population","Estimate",16.4
"df_pop_2011","    $100,000 and over","Montana","Uninsured.Population","Estimate",8.1
"df_pop_2011","    $100,000 and over","Montana","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Nebraska","Total.Civilian.Noninstitutionalized.Population","Estimate",20.3
"df_pop_2011","    $100,000 and over","Nebraska","Uninsured.Population","Estimate",5.3
"df_pop_2011","    $100,000 and over","Nebraska","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","Nevada","Total.Civilian.Noninstitutionalized.Population","Estimate",22.6
"df_pop_2011","    $100,000 and over","Nevada","Uninsured.Population","Estimate",10.7
"df_pop_2011","    $100,000 and over","Nevada","Uninsured.Share",NA,NA
"df_pop_2011","    $100,000 and over","New.Hampshire","Total.Civilian.Noninstitutionalized.Population","Estimate",32.1
"df_pop_2011","    $100,000 and over","New.Hampshire","Uninsured.Population","Estimate",12.9
