"","year","Label (Grouping)","state","series","measure","value"
"9654",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Colorado","Uninsured.Share",NA,NA
"9655",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Connecticut","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9656",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Connecticut","Uninsured.Population","Estimate",NA
"9657",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Connecticut","Uninsured.Share",NA,NA
"9658",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Florida","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9659",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Florida","Uninsured.Population","Estimate",NA
"9660",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Florida","Uninsured.Share",NA,NA
"9661",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Georgia","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9662",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Georgia","Uninsured.Population","Estimate",NA
"9663",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Georgia","Uninsured.Share",NA,NA
"9664",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Idaho","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9665",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Idaho","Uninsured.Population","Estimate",NA
"9666",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Idaho","Uninsured.Share",NA,NA
"9667",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Illinois","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9668",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Illinois","Uninsured.Population","Estimate",NA
"9669",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Illinois","Uninsured.Share",NA,NA
"9670",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Indiana","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9671",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Indiana","Uninsured.Population","Estimate",NA
"9672",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Indiana","Uninsured.Share",NA,NA
"9673",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Iowa","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9674",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Iowa","Uninsured.Population","Estimate",NA
"9675",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Iowa","Uninsured.Share",NA,NA
"9676",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Kansas","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9677",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Kansas","Uninsured.Population","Estimate",NA
"9678",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Kansas","Uninsured.Share",NA,NA
"9679",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Kentucky","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9680",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Kentucky","Uninsured.Population","Estimate",NA
"9681",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Kentucky","Uninsured.Share",NA,NA
"9682",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Louisiana","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9683",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Louisiana","Uninsured.Population","Estimate",NA
"9684",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Louisiana","Uninsured.Share",NA,NA
"9685",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Maine","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9686",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Maine","Uninsured.Population","Estimate",NA
"9687",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Maine","Uninsured.Share",NA,NA
"9688",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Maryland","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9689",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Maryland","Uninsured.Population","Estimate",NA
"9690",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Maryland","Uninsured.Share",NA,NA
"9691",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Massachusetts","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9692",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Massachusetts","Uninsured.Population","Estimate",NA
"9693",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Massachusetts","Uninsured.Share",NA,NA
"9694",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Michigan","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9695",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Michigan","Uninsured.Population","Estimate",NA
"9696",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Michigan","Uninsured.Share",NA,NA
"9697",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Minnesota","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9698",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Minnesota","Uninsured.Population","Estimate",NA
"9699",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Minnesota","Uninsured.Share",NA,NA
"9700",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Mississippi","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9701",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Mississippi","Uninsured.Population","Estimate",NA
"9702",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Mississippi","Uninsured.Share",NA,NA
"9703",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Missouri","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9704",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Missouri","Uninsured.Population","Estimate",NA
"9705",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Missouri","Uninsured.Share",NA,NA
"9706",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Montana","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9707",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Montana","Uninsured.Population","Estimate",NA
"9708",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Montana","Uninsured.Share",NA,NA
"9709",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Nebraska","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9710",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Nebraska","Uninsured.Population","Estimate",NA
"9711",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Nebraska","Uninsured.Share",NA,NA
"9712",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Nevada","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9713",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Nevada","Uninsured.Population","Estimate",NA
"9714",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Nevada","Uninsured.Share",NA,NA
"9715",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","New.Hampshire","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9716",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","New.Hampshire","Uninsured.Population","Estimate",NA
"9717",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","New.Hampshire","Uninsured.Share",NA,NA
"9718",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","New.Jersey","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9719",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","New.Jersey","Uninsured.Population","Estimate",NA
"9720",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","New.Jersey","Uninsured.Share",NA,NA
"9721",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","New.Mexico","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9722",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","New.Mexico","Uninsured.Population","Estimate",NA
"9723",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","New.Mexico","Uninsured.Share",NA,NA
"9724",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","New.York","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9725",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","New.York","Uninsured.Population","Estimate",NA
"9726",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","New.York","Uninsured.Share",NA,NA
"9727",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","North.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9728",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","North.Carolina","Uninsured.Population","Estimate",NA
"9729",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","North.Carolina","Uninsured.Share",NA,NA
"9730",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Ohio","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9731",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Ohio","Uninsured.Population","Estimate",NA
"9732",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Ohio","Uninsured.Share",NA,NA
"9733",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Oklahoma","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9734",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Oklahoma","Uninsured.Population","Estimate",NA
"9735",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Oklahoma","Uninsured.Share",NA,NA
"9736",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Oregon","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9737",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Oregon","Uninsured.Population","Estimate",NA
"9738",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Oregon","Uninsured.Share",NA,NA
"9739",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Pennsylvania","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9740",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Pennsylvania","Uninsured.Population","Estimate",NA
"9741",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Pennsylvania","Uninsured.Share",NA,NA
"9742",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","South.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9743",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","South.Carolina","Uninsured.Population","Estimate",NA
"9744",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","South.Carolina","Uninsured.Share",NA,NA
"9745",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","South.Dakota","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9746",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","South.Dakota","Uninsured.Population","Estimate",NA
"9747",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","South.Dakota","Uninsured.Share",NA,NA
"9748",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Tennessee","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9749",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Tennessee","Uninsured.Population","Estimate",NA
"9750",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Tennessee","Uninsured.Share",NA,NA
"9751",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Texas","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9752",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Texas","Uninsured.Population","Estimate",NA
"9753",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Texas","Uninsured.Share",NA,NA
"9754",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Utah","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9755",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Utah","Uninsured.Population","Estimate",NA
"9756",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Utah","Uninsured.Share",NA,NA
"9757",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9758",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Virginia","Uninsured.Population","Estimate",NA
"9759",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Virginia","Uninsured.Share",NA,NA
"9760",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Washington","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9761",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Washington","Uninsured.Population","Estimate",NA
"9762",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Washington","Uninsured.Share",NA,NA
"9763",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","West.Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9764",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","West.Virginia","Uninsured.Population","Estimate",NA
"9765",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","West.Virginia","Uninsured.Share",NA,NA
"9766",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Wisconsin","Total.Civilian.Noninstitutionalized.Population","Estimate",NA
"9767",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Wisconsin","Uninsured.Population","Estimate",NA
"9768",2012,"HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)","Wisconsin","Uninsured.Share",NA,NA
"9769",2012,"    Total household population","Alabama","Total.Civilian.Noninstitutionalized.Population","Estimate",4657018
"9770",2012,"    Total household population","Alabama","Uninsured.Population","Estimate",680934
"9771",2012,"    Total household population","Alabama","Uninsured.Share",NA,NA
"9772",2012,"    Total household population","Alaska","Total.Civilian.Noninstitutionalized.Population","Estimate",674410
"9773",2012,"    Total household population","Alaska","Uninsured.Population","Estimate",131125
"9774",2012,"    Total household population","Alaska","Uninsured.Share",NA,NA
"9775",2012,"    Total household population","Arizona","Total.Civilian.Noninstitutionalized.Population","Estimate",6260750
"9776",2012,"    Total household population","Arizona","Uninsured.Population","Estimate",1056916
"9777",2012,"    Total household population","Arizona","Uninsured.Share",NA,NA
"9778",2012,"    Total household population","Arkansas","Total.Civilian.Noninstitutionalized.Population","Estimate",2836652
"9779",2012,"    Total household population","Arkansas","Uninsured.Population","Estimate",496745
"9780",2012,"    Total household population","Arkansas","Uninsured.Share",NA,NA
"9781",2012,"    Total household population","California","Total.Civilian.Noninstitutionalized.Population","Estimate",36450556
"9782",2012,"    Total household population","California","Uninsured.Population","Estimate",6769740
"9783",2012,"    Total household population","California","Uninsured.Share",NA,NA
"9784",2012,"    Total household population","Colorado","Total.Civilian.Noninstitutionalized.Population","Estimate",4913531
"9785",2012,"    Total household population","Colorado","Uninsured.Population","Estimate",782382
"9786",2012,"    Total household population","Colorado","Uninsured.Share",NA,NA
"9787",2012,"    Total household population","Connecticut","Total.Civilian.Noninstitutionalized.Population","Estimate",3455108
"9788",2012,"    Total household population","Connecticut","Uninsured.Population","Estimate",315486
"9789",2012,"    Total household population","Connecticut","Uninsured.Share",NA,NA
"9790",2012,"    Total household population","Florida","Total.Civilian.Noninstitutionalized.Population","Estimate",18382694
"9791",2012,"    Total household population","Florida","Uninsured.Population","Estimate",3903988
"9792",2012,"    Total household population","Florida","Uninsured.Share",NA,NA
"9793",2012,"    Total household population","Georgia","Total.Civilian.Noninstitutionalized.Population","Estimate",9427254
"9794",2012,"    Total household population","Georgia","Uninsured.Population","Estimate",1860317
"9795",2012,"    Total household population","Georgia","Uninsured.Share",NA,NA
"9796",2012,"    Total household population","Idaho","Total.Civilian.Noninstitutionalized.Population","Estimate",1539760
"9797",2012,"    Total household population","Idaho","Uninsured.Population","Estimate",273363
"9798",2012,"    Total household population","Idaho","Uninsured.Share",NA,NA
"9799",2012,"    Total household population","Illinois","Total.Civilian.Noninstitutionalized.Population","Estimate",12534609
"9800",2012,"    Total household population","Illinois","Uninsured.Population","Estimate",1735208
"9801",2012,"    Total household population","Illinois","Uninsured.Share",NA,NA
"9802",2012,"    Total household population","Indiana","Total.Civilian.Noninstitutionalized.Population","Estimate",6299913
"9803",2012,"    Total household population","Indiana","Uninsured.Population","Estimate",938133
"9804",2012,"    Total household population","Indiana","Uninsured.Share",NA,NA
"9805",2012,"    Total household population","Iowa","Total.Civilian.Noninstitutionalized.Population","Estimate",2950055
"9806",2012,"    Total household population","Iowa","Uninsured.Population","Estimate",275400
"9807",2012,"    Total household population","Iowa","Uninsured.Share",NA,NA
"9808",2012,"    Total household population","Kansas","Total.Civilian.Noninstitutionalized.Population","Estimate",2766338
"9809",2012,"    Total household population","Kansas","Uninsured.Population","Estimate",386652
"9810",2012,"    Total household population","Kansas","Uninsured.Share",NA,NA
"9811",2012,"    Total household population","Kentucky","Total.Civilian.Noninstitutionalized.Population","Estimate",4210790
"9812",2012,"    Total household population","Kentucky","Uninsured.Population","Estimate",640302
"9813",2012,"    Total household population","Kentucky","Uninsured.Share",NA,NA
"9814",2012,"    Total household population","Louisiana","Total.Civilian.Noninstitutionalized.Population","Estimate",4403920
"9815",2012,"    Total household population","Louisiana","Uninsured.Population","Estimate",785140
"9816",2012,"    Total household population","Louisiana","Uninsured.Share",NA,NA
"9817",2012,"    Total household population","Maine","Total.Civilian.Noninstitutionalized.Population","Estimate",1289901
"9818",2012,"    Total household population","Maine","Uninsured.Population","Estimate",131921
"9819",2012,"    Total household population","Maine","Uninsured.Share",NA,NA
"9820",2012,"    Total household population","Maryland","Total.Civilian.Noninstitutionalized.Population","Estimate",5623995
"9821",2012,"    Total household population","Maryland","Uninsured.Population","Estimate",635190
"9822",2012,"    Total household population","Maryland","Uninsured.Share",NA,NA
"9823",2012,"    Total household population","Massachusetts","Total.Civilian.Noninstitutionalized.Population","Estimate",6314172
"9824",2012,"    Total household population","Massachusetts","Uninsured.Population","Estimate",281800
"9825",2012,"    Total household population","Massachusetts","Uninsured.Share",NA,NA
"9826",2012,"    Total household population","Michigan","Total.Civilian.Noninstitutionalized.Population","Estimate",9644923
"9827",2012,"    Total household population","Michigan","Uninsured.Population","Estimate",1194691
"9828",2012,"    Total household population","Michigan","Uninsured.Share",NA,NA
"9829",2012,"    Total household population","Minnesota","Total.Civilian.Noninstitutionalized.Population","Estimate",5173005
"9830",2012,"    Total household population","Minnesota","Uninsured.Population","Estimate",473797
"9831",2012,"    Total household population","Minnesota","Uninsured.Share",NA,NA
"9832",2012,"    Total household population","Mississippi","Total.Civilian.Noninstitutionalized.Population","Estimate",2870016
"9833",2012,"    Total household population","Mississippi","Uninsured.Population","Estimate",522019
"9834",2012,"    Total household population","Mississippi","Uninsured.Share",NA,NA
"9835",2012,"    Total household population","Missouri","Total.Civilian.Noninstitutionalized.Population","Estimate",5809213
"9836",2012,"    Total household population","Missouri","Uninsured.Population","Estimate",767874
"9837",2012,"    Total household population","Missouri","Uninsured.Share",NA,NA
"9838",2012,"    Total household population","Montana","Total.Civilian.Noninstitutionalized.Population","Estimate",959816
"9839",2012,"    Total household population","Montana","Uninsured.Population","Estimate",166624
"9840",2012,"    Total household population","Montana","Uninsured.Share",NA,NA
"9841",2012,"    Total household population","Nebraska","Total.Civilian.Noninstitutionalized.Population","Estimate",1774960
"9842",2012,"    Total household population","Nebraska","Uninsured.Population","Estimate",206935
"9843",2012,"    Total household population","Nebraska","Uninsured.Share",NA,NA
"9844",2012,"    Total household population","Nevada","Total.Civilian.Noninstitutionalized.Population","Estimate",2659725
"9845",2012,"    Total household population","Nevada","Uninsured.Population","Estimate",602227
"9846",2012,"    Total household population","Nevada","Uninsured.Share",NA,NA
"9847",2012,"    Total household population","New.Hampshire","Total.Civilian.Noninstitutionalized.Population","Estimate",1275696
"9848",2012,"    Total household population","New.Hampshire","Uninsured.Population","Estimate",143707
"9849",2012,"    Total household population","New.Hampshire","Uninsured.Share",NA,NA
"9850",2012,"    Total household population","New.Jersey","Total.Civilian.Noninstitutionalized.Population","Estimate",8608738
"9851",2012,"    Total household population","New.Jersey","Uninsured.Population","Estimate",1141842
"9852",2012,"    Total household population","New.Jersey","Uninsured.Share",NA,NA
"9853",2012,"    Total household population","New.Mexico","Total.Civilian.Noninstitutionalized.Population","Estimate",2017125
"9854",2012,"    Total household population","New.Mexico","Uninsured.Population","Estimate",394069
"9855",2012,"    Total household population","New.Mexico","Uninsured.Share",NA,NA
"9856",2012,"    Total household population","New.York","Total.Civilian.Noninstitutionalized.Population","Estimate",18787866
"9857",2012,"    Total household population","New.York","Uninsured.Population","Estimate",2253132
"9858",2012,"    Total household population","New.York","Uninsured.Share",NA,NA
"9859",2012,"    Total household population","North.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",9243037
"9860",2012,"    Total household population","North.Carolina","Uninsured.Population","Estimate",1557430
"9861",2012,"    Total household population","North.Carolina","Uninsured.Share",NA,NA
"9862",2012,"    Total household population","Ohio","Total.Civilian.Noninstitutionalized.Population","Estimate",11221854
"9863",2012,"    Total household population","Ohio","Uninsured.Population","Estimate",1388791
"9864",2012,"    Total household population","Ohio","Uninsured.Share",NA,NA
"9865",2012,"    Total household population","Oklahoma","Total.Civilian.Noninstitutionalized.Population","Estimate",3636803
"9866",2012,"    Total household population","Oklahoma","Uninsured.Population","Estimate",688001
"9867",2012,"    Total household population","Oklahoma","Uninsured.Share",NA,NA
"9868",2012,"    Total household population","Oregon","Total.Civilian.Noninstitutionalized.Population","Estimate",3749077
"9869",2012,"    Total household population","Oregon","Uninsured.Population","Estimate",639010
"9870",2012,"    Total household population","Oregon","Uninsured.Share",NA,NA
"9871",2012,"    Total household population","Pennsylvania","Total.Civilian.Noninstitutionalized.Population","Estimate",12276999
"9872",2012,"    Total household population","Pennsylvania","Uninsured.Population","Estimate",1261759
"9873",2012,"    Total household population","Pennsylvania","Uninsured.Share",NA,NA
"9874",2012,"    Total household population","South.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",4480934
"9875",2012,"    Total household population","South.Carolina","Uninsured.Population","Estimate",789767
"9876",2012,"    Total household population","South.Carolina","Uninsured.Share",NA,NA
"9877",2012,"    Total household population","South.Dakota","Total.Civilian.Noninstitutionalized.Population","Estimate",779485
"9878",2012,"    Total household population","South.Dakota","Uninsured.Population","Estimate",95949
"9879",2012,"    Total household population","South.Dakota","Uninsured.Share",NA,NA
"9880",2012,"    Total household population","Tennessee","Total.Civilian.Noninstitutionalized.Population","Estimate",6191989
"9881",2012,"    Total household population","Tennessee","Uninsured.Population","Estimate",888574
"9882",2012,"    Total household population","Tennessee","Uninsured.Share",NA,NA
"9883",2012,"    Total household population","Texas","Total.Civilian.Noninstitutionalized.Population","Estimate",24608963
"9884",2012,"    Total household population","Texas","Uninsured.Population","Estimate",5843597
"9885",2012,"    Total household population","Texas","Uninsured.Share",NA,NA
"9886",2012,"    Total household population","Utah","Total.Civilian.Noninstitutionalized.Population","Estimate",2726363
"9887",2012,"    Total household population","Utah","Uninsured.Population","Estimate",417691
"9888",2012,"    Total household population","Utah","Uninsured.Share",NA,NA
"9889",2012,"    Total household population","Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",7706550
"9890",2012,"    Total household population","Virginia","Uninsured.Population","Estimate",1011630
"9891",2012,"    Total household population","Virginia","Uninsured.Share",NA,NA
"9892",2012,"    Total household population","Washington","Total.Civilian.Noninstitutionalized.Population","Estimate",6568935
"9893",2012,"    Total household population","Washington","Uninsured.Population","Estimate",937415
"9894",2012,"    Total household population","Washington","Uninsured.Share",NA,NA
"9895",2012,"    Total household population","West.Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",1802385
"9896",2012,"    Total household population","West.Virginia","Uninsured.Population","Estimate",262765
"9897",2012,"    Total household population","West.Virginia","Uninsured.Share",NA,NA
"9898",2012,"    Total household population","Wisconsin","Total.Civilian.Noninstitutionalized.Population","Estimate",5537483
"9899",2012,"    Total household population","Wisconsin","Uninsured.Population","Estimate",524909
"9900",2012,"    Total household population","Wisconsin","Uninsured.Share",NA,NA
"9901",2012,"    Under $25,000","Alabama","Total.Civilian.Noninstitutionalized.Population","Estimate",25.7
"9902",2012,"    Under $25,000","Alabama","Uninsured.Population","Estimate",42.1
"9903",2012,"    Under $25,000","Alabama","Uninsured.Share",NA,NA
