"SASUMMARY State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment"
"SASUMMARY State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment"
State or DC
GeoFips,GeoName,LineCode,Description,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
15000,Hawaii,1,"  Real GDP (millions of chained 2017 dollars) 1",1.1,1.9,-0.5,3.2,5.2,5.7,5.2,2.7,2.1,0.5,-3.5,2.7,1.4,2.0,2.3,1.0,3.1,2.2,2.1,1.6,0.0,-10.1,5.7,2.9,2.0,1.9
15000,Hawaii,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.9,3.4,1.5,2.8,-3.5,5.3,3.6,4.3,1.8,-0.2,2.0,2.9,3.2,-3.2,3.9,(NA)
15000,Hawaii,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.1,3.3,0.7,3.0,-0.6,3.4,2.0,3.0,2.3,1.9,2.2,-6.5,8.6,3.8,4.7,(NA)
15000,Hawaii,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
15000,Hawaii,4,"  Gross domestic product (GDP)",3.9,5.4,3.4,5.8,7.7,8.7,8.7,6.4,5.4,2.2,-1.6,3.5,3.1,4.1,4.1,3.3,5.7,3.5,3.7,4.0,2.5,-9.0,10.0,10.4,6.9,4.9
15000,Hawaii,5,"  Personal income",3.3,5.9,4.5,5.1,4.8,7.4,7.2,7.0,5.7,5.2,-0.7,2.2,4.5,3.3,1.3,5.2,4.6,3.7,4.1,2.2,4.4,5.3,6.8,1.9,5.5,5.9
15000,Hawaii,6,"  Disposable personal income",3.2,5.7,4.7,7.0,5.5,7.3,6.0,6.8,5.6,5.9,1.5,2.5,3.7,3.2,0.2,5.0,3.8,3.6,4.2,2.6,4.0,5.6,5.3,-0.4,8.1,5.5
15000,Hawaii,7,"  Personal consumption expenditures",3.7,6.4,3.9,3.6,6.5,7.1,8.5,7.1,4.9,4.4,-0.9,2.2,3.7,3.5,4.3,3.3,3.0,2.5,4.6,4.3,4.5,-4.2,12.3,9.2,6.2,(NA)
15000,Hawaii,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
15000,Hawaii,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.9,2.0,0.1,1.3,-4.7,4.5,2.7,3.5,1.7,-0.3,2.3,3.3,3.5,-2.7,4.2,(NA)
15000,Hawaii,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-4.2,2.0,-0.8,1.5,-1.9,2.6,1.1,2.2,2.2,1.8,2.4,-6.1,8.9,4.3,5.0,(NA)
15000,Hawaii,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
15000,Hawaii,10,"  Per capita personal income 6",3.7,5.6,3.4,3.9,3.8,5.5,5.7,5.6,5.2,3.9,-1.8,0.9,3.0,1.8,0.1,4.4,3.8,3.0,4.0,2.1,4.6,5.7,7.1,2.4,5.4,5.5
15000,Hawaii,11,"  Per capita disposable personal income 7",3.6,5.4,3.7,5.9,4.5,5.4,4.4,5.4,5.1,4.6,0.4,1.1,2.2,1.7,-1.1,4.2,2.9,2.9,4.1,2.5,4.3,6.1,5.6,0.0,8.0,5.2
15000,Hawaii,12,"  Per capita personal consumption expenditures (PCE) 8",4.2,6.1,2.8,2.5,5.5,5.2,6.9,5.7,4.4,3.1,-2.0,0.8,2.2,2.0,3.0,2.5,2.1,1.8,4.5,4.2,4.7,-3.8,12.7,9.7,6.5,(NA)
15000,Hawaii,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,,
15000,Hawaii,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.6,-2.8,0.4,-1.4,3.6,-1.5,0.8,-1.5,0.5,0.3,0.9,1.3,-0.6,-1.3,-2.2,(NA)
15000,Hawaii,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.3,-1.1,3.0,0.5,5.0,-0.1,1.0,-0.5,2.3,2.4,2.3,2.4,3.5,5.2,1.5,(NA)
15000,Hawaii,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,
15000,Hawaii,15,"  Total employment (number of jobs)",0.0,1.5,0.4,0.7,2.1,3.1,2.9,2.7,2.6,-0.7,-3.3,-0.7,1.3,1.7,2.2,1.7,2.1,1.5,0.7,0.3,-1.1,-10.6,5.3,4.0,2.9,(NA)
16000,Idaho,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
16000,Idaho,1,"  Real GDP (millions of chained 2017 dollars) 1",9.6,11.1,-2.2,2.4,3.4,7.0,7.6,2.4,1.8,3.3,-4.1,2.2,0.1,-1.1,4.5,3.1,1.5,3.9,3.5,6.5,4.5,1.9,7.6,4.4,3.2,3.9
16000,Idaho,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.9,3.5,2.1,3.8,2.2,3.9,5.2,4.7,2.7,8.1,6.0,11.2,9.7,-1.8,1.8,(NA)
16000,Idaho,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.5,2.9,0.6,2.1,3.5,3.2,1.9,5.9,2.3,7.0,2.1,2.8,12.7,5.2,3.2,(NA)
16000,Idaho,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
16000,Idaho,4,"  Gross domestic product (GDP)",10.1,11.1,-1.6,3.3,4.6,9.7,9.1,4.7,5.1,4.6,-3.0,2.9,2.4,0.9,6.5,4.5,2.4,4.7,5.4,8.4,6.8,4.3,13.3,12.5,7.7,5.9
16000,Idaho,5,"  Personal income",5.9,8.2,4.3,3.4,3.5,8.0,5.9,10.0,6.5,2.7,-3.3,3.5,5.7,5.0,3.7,5.4,6.0,4.2,6.2,7.1,8.4,10.6,15.0,5.0,5.3,6.1
16000,Idaho,6,"  Disposable personal income",5.4,7.6,4.9,6.2,4.2,8.1,4.1,9.1,6.4,3.7,-0.9,3.5,4.8,4.9,3.0,5.3,5.5,3.9,6.4,7.7,8.0,10.2,13.7,3.1,7.9,6.0
16000,Idaho,7,"  Personal consumption expenditures",7.1,8.1,4.6,4.0,6.3,7.3,8.8,8.7,7.1,2.0,-2.9,2.9,4.2,3.3,5.1,4.7,2.7,5.5,5.8,5.9,4.4,2.4,18.2,12.3,6.7,(NA)
16000,Idaho,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
16000,Idaho,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-4.1,2.4,1.1,2.9,1.0,2.5,3.8,2.6,0.5,6.0,3.7,8.7,6.5,-3.5,0.5,(NA)
16000,Idaho,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.8,1.8,-0.4,1.2,2.3,1.8,0.5,3.8,0.1,4.9,-0.1,0.6,9.5,3.3,1.9,(NA)
16000,Idaho,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
16000,Idaho,10,"  Per capita personal income 6",4.0,6.3,2.6,1.8,1.8,5.8,3.2,6.9,3.9,0.7,-4.6,2.4,4.7,4.1,2.5,3.9,4.6,2.2,3.9,5.0,6.1,8.1,11.7,2.8,3.9,4.5
16000,Idaho,11,"  Per capita disposable personal income 7",3.5,5.6,3.3,4.6,2.5,5.9,1.5,6.1,3.8,1.7,-2.2,2.4,3.7,4.0,1.8,3.8,4.1,1.8,4.1,5.6,5.6,7.7,10.4,1.0,6.5,4.3
16000,Idaho,12,"  Per capita personal consumption expenditures (PCE) 8",5.1,6.1,2.9,2.4,4.5,5.2,6.0,5.7,4.5,0.1,-4.2,1.8,3.2,2.4,3.9,3.3,1.3,3.4,3.5,3.8,2.2,0.1,14.8,10.3,5.3,(NA)
16000,Idaho,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,,
16000,Idaho,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.1,-1.7,1.0,-0.7,0.2,0.0,0.6,-1.4,1.7,-3.0,0.8,-1.5,0.7,0.2,-0.4,(NA)
16000,Idaho,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.4,0.0,3.5,1.2,1.5,1.4,0.8,-0.4,3.4,-1.0,2.3,-0.5,4.8,6.7,3.4,(NA)
16000,Idaho,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,
16000,Idaho,15,"  Total employment (number of jobs)",2.0,4.0,0.8,1.0,1.2,3.0,4.4,4.4,3.3,-0.9,-4.4,-1.3,1.1,0.5,2.2,2.5,2.6,2.9,3.2,3.3,2.1,1.3,5.5,3.8,3.2,(NA)
17000,Illinois,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,1,"  Real GDP (millions of chained 2017 dollars) 1",3.8,3.5,0.2,0.6,1.6,3.2,2.1,2.5,1.3,-1.4,-2.4,2.0,2.2,2.4,0.6,2.0,1.7,0.1,0.8,2.2,0.8,-5.6,5.6,2.4,1.0,1.1
17000,Illinois,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.5,0.8,2.2,3.6,1.4,3.1,5.0,-0.4,0.6,3.2,2.1,4.2,2.1,-4.3,3.7,(NA)
17000,Illinois,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.1,1.4,0.9,1.5,1.7,2.6,3.6,1.2,0.8,2.1,1.6,-4.1,6.5,3.1,4.6,(NA)
17000,Illinois,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,4,"  Gross domestic product (GDP)",5.4,5.7,2.8,2.4,3.3,6.0,5.2,5.9,4.0,0.1,-0.6,2.8,4.2,4.9,2.4,4.0,3.9,1.4,2.4,4.6,2.8,-3.9,10.0,9.9,5.6,3.5
17000,Illinois,5,"  Personal income",4.4,7.5,3.9,1.2,1.9,3.9,3.9,6.4,5.7,3.0,-4.6,2.9,5.1,4.5,2.0,3.9,4.4,1.2,3.2,5.4,2.7,6.2,7.4,2.0,5.1,4.0
17000,Illinois,6,"  Disposable personal income",4.2,7.5,4.7,3.5,3.1,4.2,2.8,5.6,4.9,3.2,-1.6,2.4,3.2,4.4,1.0,3.8,4.0,1.7,3.7,5.6,2.6,6.9,5.7,-0.8,8.3,3.9
17000,Illinois,7,"  Personal consumption expenditures",5.5,7.6,3.4,2.9,4.3,5.2,5.6,5.1,5.0,2.4,-2.2,3.4,3.7,2.3,2.3,3.5,3.0,2.9,3.3,4.2,2.2,-2.2,12.0,9.7,6.0,(NA)
17000,Illinois,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.9,0.5,1.8,3.3,1.2,3.0,5.1,-0.3,0.8,3.5,2.4,4.7,2.9,-3.5,3.9,(NA)
17000,Illinois,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.5,1.0,0.5,1.2,1.5,2.6,3.7,1.4,0.9,2.4,1.9,-3.6,7.3,3.9,4.9,(NA)
17000,Illinois,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,10,"  Per capita personal income 6",3.6,6.8,3.4,0.9,1.6,3.7,3.7,6.1,5.3,2.6,-5.0,2.5,4.7,4.2,1.7,3.9,4.4,1.3,3.3,5.7,3.0,6.6,8.2,2.6,4.9,3.5
17000,Illinois,11,"  Per capita disposable personal income 7",3.4,6.8,4.3,3.2,2.9,3.9,2.6,5.3,4.5,2.8,-2.0,2.0,2.8,4.1,0.8,3.8,4.0,1.9,3.8,5.8,2.9,7.4,6.5,-0.2,8.1,3.3
17000,Illinois,12,"  Per capita personal consumption expenditures (PCE) 8",4.8,7.0,3.0,2.6,4.0,4.9,5.4,4.8,4.6,2.0,-2.6,3.0,3.3,2.0,2.1,3.4,3.1,3.0,3.5,4.5,2.5,-1.7,12.9,10.6,6.2,(NA)
17000,Illinois,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.3,0.2,0.2,-1.0,-0.7,-0.6,-0.8,0.6,0.7,0.0,-0.9,0.9,1.0,-0.1,-2.4,(NA)
17000,Illinois,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.0,2.0,2.8,0.9,0.6,0.8,-0.6,1.6,2.5,2.1,0.6,2.0,5.2,6.5,1.3,(NA)
17000,Illinois,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,15,"  Total employment (number of jobs)",1.1,1.9,-0.6,-1.3,-0.4,0.7,1.2,1.6,1.7,-0.3,-3.3,-0.7,1.7,0.8,0.9,1.5,1.8,0.7,0.2,0.7,-0.3,-4.3,3.1,3.2,2.3,(NA)
18000,Indiana,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,1,"  Real GDP (millions of chained 2017 dollars) 1",3.2,3.8,-1.8,2.5,4.4,3.7,0.8,2.0,3.2,-0.1,-7.0,7.0,0.2,0.7,2.9,3.2,-0.8,2.1,2.6,3.1,0.5,-2.9,7.6,3.1,1.3,3.8
18000,Indiana,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.8,2.2,4.5,2.0,-0.2,2.5,5.0,1.9,2.6,0.9,2.6,7.8,5.7,-2.5,0.1,(NA)
18000,Indiana,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.9,1.0,2.0,1.4,0.8,2.3,3.7,2.5,3.7,0.4,1.0,0.2,6.9,4.5,1.2,(NA)
18000,Indiana,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,4,"  Gross domestic product (GDP)",4.5,5.4,0.6,3.9,5.6,6.2,3.4,4.7,5.5,1.6,-4.6,7.5,2.7,3.0,4.0,5.1,1.2,2.9,4.3,5.5,2.0,-1.6,12.5,11.2,5.5,5.6
18000,Indiana,5,"  Personal income",3.8,6.6,2.5,1.5,2.6,4.7,3.1,5.8,3.6,4.9,-2.5,4.6,6.4,4.3,1.3,3.7,3.8,2.8,3.7,5.1,4.2,7.6,11.1,3.2,4.3,5.1
18000,Indiana,6,"  Disposable personal income",3.9,7.2,2.5,3.2,3.5,5.1,2.4,5.3,3.0,5.6,-0.2,4.3,5.3,4.7,0.5,3.8,3.2,2.7,4.3,5.9,3.6,7.8,10.2,1.1,6.4,5.0
18000,Indiana,7,"  Personal consumption expenditures",6.3,6.5,3.8,3.4,4.7,6.6,5.8,4.2,3.8,2.7,-1.5,3.4,3.9,3.7,2.3,3.4,2.5,3.5,4.9,4.5,2.6,0.2,12.3,10.6,5.4,(NA)
18000,Indiana,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.4,1.7,4.0,1.6,-0.7,2.1,4.7,1.5,2.2,0.3,2.1,7.4,5.3,-2.7,-0.3,(NA)
18000,Indiana,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.4,0.5,1.5,1.0,0.3,1.8,3.4,2.1,3.3,-0.2,0.5,-0.2,6.5,4.2,0.8,(NA)
18000,Indiana,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,10,"  Per capita personal income 6",3.1,5.8,1.9,1.1,1.9,4.1,2.3,4.9,2.9,4.2,-3.0,4.1,5.9,3.9,0.7,3.3,3.5,2.4,3.3,4.5,3.7,7.2,10.7,2.8,3.8,4.5
18000,Indiana,11,"  Per capita disposable personal income 7",3.1,6.3,1.9,2.7,2.8,4.5,1.7,4.4,2.2,4.8,-0.7,3.8,4.8,4.3,-0.1,3.3,2.9,2.2,3.9,5.3,3.1,7.3,9.8,0.7,5.8,4.3
18000,Indiana,12,"  Per capita personal consumption expenditures (PCE) 8",5.5,5.7,3.2,2.9,4.0,5.9,5.1,3.3,3.0,1.9,-2.0,2.8,3.4,3.3,1.7,3.0,2.2,3.0,4.5,3.9,2.0,-0.2,11.9,10.3,4.9,(NA)
18000,Indiana,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.7,0.5,-0.7,0.4,0.2,-0.2,-1.3,-0.1,-0.6,2.0,0.1,-1.1,0.9,-0.7,0.3,(NA)
18000,Indiana,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.4,2.3,1.8,2.2,1.5,1.1,-1.1,0.9,1.1,4.1,1.5,-0.1,5.0,5.8,4.1,(NA)
18000,Indiana,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,15,"  Total employment (number of jobs)",1.5,1.4,-1.6,-1.0,0.0,1.2,1.2,1.1,1.2,-1.0,-4.3,0.1,1.8,1.5,1.2,1.5,1.5,1.3,1.5,1.5,0.1,-3.2,3.5,3.3,2.4,(NA)
19000,Iowa,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,1,"  Real GDP (millions of chained 2017 dollars) 1",2.2,4.6,-1.0,2.3,4.9,8.4,3.1,1.4,4.6,-1.5,-2.3,3.1,1.8,3.9,0.1,5.4,3.1,0.4,0.2,1.1,-0.4,-1.1,8.0,0.2,0.2,-0.5
19000,Iowa,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.0,-0.2,6.6,1.5,0.3,1.7,5.0,0.0,1.4,-0.4,0.8,6.5,7.4,0.8,-2.0,(NA)
19000,Iowa,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.4,0.1,3.7,-0.1,1.0,2.3,3.2,2.4,2.3,-1.8,1.1,-1.3,8.5,3.1,0.4,(NA)
19000,Iowa,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,4,"  Gross domestic product (GDP)",3.7,6.1,1.9,3.9,6.8,11.2,4.9,3.9,7.8,0.1,-0.5,3.9,4.6,6.4,2.4,7.0,4.5,1.3,1.8,3.2,1.6,1.2,12.7,8.4,4.6,1.2
19000,Iowa,5,"  Personal income",2.5,6.8,3.0,2.4,2.1,8.2,2.9,6.2,6.9,6.5,-2.7,3.2,7.7,4.5,1.8,3.2,3.5,0.9,2.8,4.6,2.2,6.2,10.9,5.8,2.2,2.4
19000,Iowa,6,"  Disposable personal income",2.5,7.1,3.3,4.3,2.9,8.6,2.0,5.5,6.1,6.8,-0.8,2.9,6.6,4.2,1.2,3.3,3.1,0.9,3.0,5.3,1.9,6.8,10.5,4.2,4.0,2.1
19000,Iowa,7,"  Personal consumption expenditures",5.8,5.9,3.4,2.4,5.3,6.2,5.3,5.3,4.0,3.9,0.0,3.5,4.8,2.8,2.5,3.9,1.8,3.4,3.7,3.1,2.6,-1.6,11.9,8.1,4.7,(NA)
19000,Iowa,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.5,-0.8,5.9,1.1,-0.3,1.0,4.5,-0.4,1.0,-0.7,0.4,6.3,7.1,0.8,-2.2,(NA)
19000,Iowa,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.9,-0.5,3.1,-0.5,0.4,1.6,2.8,2.0,1.8,-2.1,0.8,-1.6,8.3,3.0,0.2,(NA)
19000,Iowa,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,10,"  Per capita personal income 6",2.0,6.4,2.9,2.3,1.9,7.7,2.5,5.5,6.3,5.8,-3.2,2.5,7.0,4.1,1.1,2.6,3.0,0.5,2.4,4.3,1.8,5.9,10.6,5.7,1.7,1.6
19000,Iowa,11,"  Per capita disposable personal income 7",2.0,6.7,3.2,4.2,2.6,8.2,1.7,4.9,5.5,6.2,-1.4,2.3,6.0,3.8,0.5,2.6,2.6,0.4,2.6,5.0,1.5,6.6,10.2,4.1,3.4,1.3
19000,Iowa,12,"  Per capita personal consumption expenditures (PCE) 8",5.3,5.5,3.3,2.3,5.0,5.8,5.0,4.6,3.5,3.3,-0.5,2.9,4.2,2.4,1.8,3.2,1.3,3.0,3.3,2.8,2.2,-1.8,11.7,8.0,4.5,(NA)
19000,Iowa,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.7,1.6,-1.4,1.0,0.1,0.1,-1.6,-0.1,-0.3,2.9,0.0,-1.3,-0.9,-1.6,0.5,(NA)
19000,Iowa,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.4,3.4,1.1,2.9,1.4,1.5,-1.4,0.9,1.4,5.0,1.4,-0.2,3.2,4.9,4.3,(NA)
19000,Iowa,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,15,"  Total employment (number of jobs)",1.0,1.0,-0.7,-1.2,-0.3,1.5,1.7,1.6,1.4,0.2,-1.9,-0.4,1.3,0.9,1.3,1.0,1.0,0.3,-0.2,0.7,-0.3,-2.9,2.2,1.9,1.9,(NA)
20000,Kansas,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,1,"  Real GDP (millions of chained 2017 dollars) 1",2.5,2.9,0.5,1.3,2.0,1.1,3.8,5.1,5.5,2.6,-3.6,1.4,2.8,1.5,0.4,2.3,2.9,3.8,1.0,2.1,-0.1,-0.9,2.8,2.7,3.6,1.0
20000,Kansas,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.0,-1.0,5.8,2.9,1.5,-0.3,1.2,0.3,2.2,1.1,2.0,5.3,3.9,0.7,2.0,(NA)
20000,Kansas,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.9,-0.5,1.7,-0.1,1.1,0.9,2.7,2.3,1.9,0.5,1.1,-1.4,7.1,4.6,1.7,(NA)
20000,Kansas,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,4,"  Gross domestic product (GDP)",4.3,5.4,3.3,2.8,4.2,3.9,6.5,8.1,8.6,4.5,-2.5,2.5,5.8,3.7,2.2,3.6,3.6,4.1,2.5,4.3,1.6,0.6,8.2,10.9,7.3,2.8
20000,Kansas,5,"  Personal income",3.2,5.4,3.5,1.0,3.1,2.8,5.6,10.2,7.4,9.7,-3.2,2.0,8.2,5.4,2.1,1.7,1.1,0.4,3.3,4.3,3.8,5.8,7.1,5.6,6.2,4.0
20000,Kansas,6,"  Disposable personal income",3.2,5.2,3.9,3.1,4.2,3.0,4.5,9.6,6.7,10.4,-0.8,1.7,7.3,5.7,1.4,1.7,0.9,0.5,3.5,4.3,3.6,6.2,5.8,3.8,8.8,3.8
20000,Kansas,7,"  Personal consumption expenditures",6.9,6.9,3.9,2.6,4.9,5.9,5.5,6.1,5.6,3.3,-2.1,2.6,4.0,2.4,1.7,3.0,2.6,2.5,3.0,3.6,2.8,-0.9,10.3,9.5,5.9,(NA)
20000,Kansas,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.8,-1.9,5.3,2.2,1.1,-0.6,0.9,0.1,2.2,1.0,2.0,5.2,3.9,0.7,1.9,(NA)
20000,Kansas,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-4.7,-1.4,1.2,-0.7,0.7,0.6,2.3,2.1,1.9,0.3,1.0,-1.6,7.1,4.6,1.6,(NA)
20000,Kansas,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,10,"  Per capita personal income 6",2.6,4.8,3.1,0.6,2.8,2.4,5.2,9.5,6.6,8.8,-4.1,1.1,7.7,4.7,1.7,1.4,0.7,0.3,3.3,4.2,3.7,5.6,7.1,5.6,5.7,3.3
20000,Kansas,11,"  Per capita disposable personal income 7",2.5,4.6,3.6,2.6,3.9,2.5,4.1,8.9,5.9,9.4,-1.6,0.7,6.8,5.0,1.0,1.4,0.5,0.4,3.5,4.2,3.5,6.0,5.8,3.8,8.3,3.1
20000,Kansas,12,"  Per capita personal consumption expenditures (PCE) 8",6.2,6.3,3.6,2.2,4.5,5.4,5.1,5.5,4.8,2.4,-2.9,1.6,3.6,1.7,1.3,2.6,2.2,2.3,3.0,3.4,2.8,-1.0,10.4,9.5,5.7,(NA)
20000,Kansas,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.2,1.3,-0.2,0.6,-0.7,0.6,-0.3,-0.8,-0.6,1.0,0.3,-0.5,-1.1,-1.7,0.3,(NA)
20000,Kansas,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.9,3.1,2.3,2.4,0.6,2.0,-0.2,0.2,1.1,3.1,1.7,0.5,3.0,4.7,4.1,(NA)
20000,Kansas,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,15,"  Total employment (number of jobs)",1.0,1.1,0.4,-1.2,-0.7,1.0,0.8,1.7,2.7,0.7,-2.4,-0.6,1.0,1.2,1.5,1.4,0.8,0.3,-0.1,0.7,-0.1,-2.4,2.2,1.7,2.3,(NA)
21000,Kentucky,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
